AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,1.4,65.5,31.0,2.6,3.4,1.9,2.5
Cash_from_Operations,-15.4,25.3,-46.1,-7.6,-4.1,11.1,18.8
Diluted_EPS,-1.273,-1.532,-1.859,0.168,0.278,-0.715,-1.543
Goodwill_Intangibles,29.5,31.8,44.4,12.4,14.6,17.4,21.3
LT_Debt,2.7,3.0,0.0,8.6,0.0,0.0,0.0
Net_Income,-42.3,-49.0,-54.8,4.6,9.1,-33.1,-70.5
Revenue,263.0,397.1,417.8,443.4,475.1,523.5,561.7
Shares_Diluted,33.256,31.959,29.492,27.563,32.794,46.228,45.665
Total_Assets,149.0,161.3,250.1,269.5,284.6,463.4,506.8
Total_Liabilities,129.0,102.1,151.2,141.9,161.6,182.7,203.1
