AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.3,0.8,1.6,1.6,3.8,,
Cash_from_Operations,-28.7,-2.3,38.4,-73.5,-15.8,-0.5,-0.3
Diluted_EPS,-22.999,-0.867,2.928,-80.467,-65.819,-53.841,-20.335
Goodwill_Intangibles,16.6,173.8,130.7,132.5,1.7,,
LT_Debt,53.9,82.0,94.4,123.2,81.0,0.0,0.0
Net_Income,-206.8,-5.2,15.8,-291.3,-51.8,-28.2,-8.7
Revenue,111.8,182.2,204.3,191.7,69.3,22.9,5.7
Shares_Diluted,8.9913,6.0297,5.4088,3.6202,0.7873,0.4998,0.4289
Total_Assets,48.1,259.1,232.2,179.0,226.6,252.7,251.5
Total_Liabilities,85.2,124.6,144.1,173.6,97.1,9.2,8.9
