AAII_YR_DATA,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013
Capital_Expenditures,0.5,1.1,0.7,0.7,1.8,2.7,0.7,0.7
Cash_from_Operations,0.5,0.9,3.9,-3.7,-5.4,-4.9,5.1,3.3
Diluted_EPS,-0.41,-0.707,0.415,-0.018,-2.363,-0.05,0.264,0.723
Goodwill_Intangibles,1.1,3.6,11.8,11.9,12.5,14.2,,
LT_Debt,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-4.0,-6.8,4.3,-0.2,-22.1,-0.5,2.4,6.2
Revenue,62.3,76.8,84.7,77.9,69.1,74.4,59.6,60.9
Shares_Diluted,9.697,9.612,9.579,9.382,9.36,9.252,9.21,8.588
Total_Assets,65.6,62.8,74.2,70.6,67.9,94.9,80.1,73.6
Total_Liabilities,27.3,20.9,27.5,30.8,29.4,34.1,17.3,16.7
