AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,58.9,60.0,97.1,127.6,131.7,140.5,121.4,41.0,35.6
Cash_from_Operations,186.6,129.9,223.6,267.8,248.6,165.2,119.7,44.7,55.5
Diluted_EPS,0.546,-1.028,-2.057,0.587,0.433,0.516,-0.621,0.089,0.066
Goodwill_Intangibles,533.1,551.8,529.5,1534.0,1983.4,2092.1,2058.0,449.2,
LT_Debt,873.5,884.5,1400.4,1843.5,2106.7,2185.3,2547.7,668.1,0.0
Net_Income,73.7,-139.9,-275.6,78.9,58.3,57.6,-79.7,11.4,8.5
Revenue,820.2,611.2,495.9,532.7,1228.9,1472.1,1064.2,388.9,397.4
Shares_Diluted,135.0882,136.1674,135.529,135.5487,134.6849,111.669,128.5063,128.5063,128.5063
Total_Assets,1884.6,1931.2,3198.3,4321.7,4327.4,4415.5,4259.7,1007.6,
Total_Liabilities,1177.3,1190.5,1921.2,2542.3,2667.9,2787.5,3236.8,772.3,
