AAII_YR_DATA,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013
Capital_Expenditures,0.3,0.2,,,,0.0,0.0,0.0
Cash_from_Operations,-9.0,-6.2,-1.8,-0.3,-0.2,-0.7,-1.5,-2.6
Diluted_EPS,-0.647,-0.941,4.897,0.963,-4.952,-7.148,-7.235,-39.286
Goodwill_Intangibles,10.5,10.1,,,,,,
LT_Debt,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-25.2,-35.6,2.9,6.4,-1.6,-2.4,-2.4,-13.0
Revenue,9.6,4.5,,,,,,
Shares_Diluted,38.9162,37.7662,0.5911,6.6071,0.3304,0.3304,0.3304,0.3304
Total_Assets,34.6,62.4,55.2,5.9,1.8,3.2,5.4,7.5
Total_Liabilities,7.8,9.3,1.1,1.1,3.4,3.1,3.0,2.8
