AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,13.0,35.0,20.0,1.0,4841.0,3804.0,3441.0,4032.0,3095.0,6292.0
Cash_from_Operations,-374.0,1443.0,1786.0,829.0,5158.0,3985.0,3083.0,2788.0,2574.0,2278.0
Diluted_EPS,4.644,4.641,0.988,4.75,2.342,0.896,1.036,1.508,2.075,1.388
Goodwill_Intangibles,308.0,313.0,320.0,,27577.0,19559.0,9856.0,7713.0,7139.0,6632.0
LT_Debt,0.0,4102.0,4781.0,0.0,108995.0,69857.0,58080.0,48946.0,50104.0,47653.0
Net_Income,1915.0,1869.0,398.0,1913.0,3433.0,1317.0,1518.0,2207.0,2956.0,1975.0
Revenue,3627.0,3087.0,2154.0,2173.0,56771.0,40786.0,24411.0,19913.0,18364.0,20093.0
Shares_Diluted,412.3829,402.7255,402.7255,402.7255,1466.093,1469.99,1464.89,1463.54,1425.583,1432.783
Total_Assets,14087.0,25643.0,22471.0,,256281.0,192720.0,159826.0,139514.0,129480.0,112745.0
Total_Liabilities,2768.0,15772.0,13367.0,,226466.0,164476.0,133373.0,114207.0,105778.0,91866.0
