AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,131.7,101.3,36.7,42.7,6.3,3.8
Cash_from_Operations,-33.6,-21.4,-217.9,34.6,-76.4,-10.7
Diluted_EPS,-1.458,-0.528,-5.366,-0.325,-1.199,-0.2
Goodwill_Intangibles,27.4,29.9,22.4,,,
LT_Debt,0.0,0.0,0.0,19.8,25.5,6.3
Net_Income,-166.0,-58.2,-542.7,-31.3,-112.5,-18.8
Revenue,516.4,490.5,298.8,245.9,146.3,71.1
Shares_Diluted,113.8587,110.3479,101.1517,96.2416,93.8497,93.8497
Total_Assets,1029.0,1018.8,929.3,605.9,124.3,75.6
Total_Liabilities,223.2,201.3,190.3,185.8,101.1,29.7
