AAII_YR_DATA,07/31/2021,06/30/2013,06/30/2012,06/30/2007,06/30/2006,06/30/2005,06/30/2004
Capital_Expenditures,,,,1.3,0.1,0.0,0.2
Cash_from_Operations,0.0,0.0,0.0,-5.1,-5.6,-1.5,0.0
Diluted_EPS,0.0,0.015,-0.028,-135.346,-39.626,-24.52,-3.1510000000000002
Goodwill_Intangibles,2.7,,,0.1,15.2,15.2,14.9
LT_Debt,2.7,0.0,0.0,2.3,0.0,0.0,0.0
Net_Income,-0.1,0.2,0.0,-35.8,-6.4,-2.1,-0.2
Revenue,,0.2,0.0,,,,
Shares_Diluted,500.7721,13.6039,0.3491,0.2643,0.1625,0.0845,0.0495
Total_Assets,4.5,0.2,0.2,5.2,18.8,15.5,15.1
Total_Liabilities,2.8,0.0,0.5,3.0,0.3,0.1,0.1
