AAII_YR_DATA,12/31/2022,01/01/2022,12/31/2020,12/26/2020,12/31/2019,12/28/2019,12/29/2018
Capital_Expenditures,8.8,19.9,0.0,6.3,0.0,8.8,10.4
Cash_from_Operations,88.5,74.8,-0.4,100.8,,92.7,43.7
Diluted_EPS,0.734,0.402,-0.7070000000000001,0.411,0.109,0.285,0.088
Goodwill_Intangibles,772.6,805.3,0.0,671.9,0.0,692.4,
LT_Debt,699.9,710.1,0.0,617.6,0.0,622.2,0.0
Net_Income,107.7,43.8,-30.5,56.8,4.7,39.4,12.2
Revenue,1019.5,750.2,,549.0,0.0,565.3,484.7
Shares_Diluted,146.7229,108.9778,43.125,138.3843,43.125,138.3843,138.3843
Total_Assets,1270.6,1122.0,349.4,873.5,348.4,861.9,
Total_Liabilities,895.3,853.7,70.3,732.6,40.0,731.0,
