AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.3,0.3,7.3,6.2,1.6,0.2
Cash_from_Operations,-23.0,-44.8,-21.9,-16.7,-8.9,-5.7
Diluted_EPS,2.47,-231.79,-337.889,-312.317,-163.139,-63.13
Goodwill_Intangibles,0.9,2.1,2.3,0.2,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,8.9,-58.5,-85.1,-76.4,-39.9,-15.4
Revenue,101.4,144.0,151.5,94.3,24.5,1.8
Shares_Diluted,3.5913,0.2522,0.2519,0.2447,0.2447,0.2447
Total_Assets,24.3,66.0,136.1,140.7,73.2,24.8
Total_Liabilities,117.8,171.5,184.2,108.3,43.0,6.9
