AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,188.6,132.2,137.6,102.3,107.9,124.2,99.2,71.2,63.0
Cash_from_Operations,416.9,278.8,-53.3,191.7,100.9,208.0,434.8,177.8,167.0
Diluted_EPS,6.196,5.375,5.2,4.836,5.593,5.541,4.739,4.006,4.337
Goodwill_Intangibles,2019.7,1597.0,1635.9,1261.9,752.4,726.4,1540.6,637.5,669.8
LT_Debt,884.9,408.8,440.1,524.0,244.4,171.5,392.7,514.6,602.0
Net_Income,274.4,237.7,227.9,206.7,239.1,236.9,202.5,171.0,183.4
Revenue,5278.5,4662.6,4508.4,3683.7,3377.8,3260.2,3107.6,2958.2,2925.2
Shares_Diluted,44.278,44.215,43.8187,42.753,42.75,42.752,42.733,42.677,42.295
Total_Assets,9317.3,8057.9,7335.4,6450.8,4714.9,4351.9,4123.6,4021.3,3933.2
Total_Liabilities,6785.7,5839.7,5194.0,4618.3,3006.6,2792.0,2732.2,2794.6,2756.2
