AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.4,0.3,0.4,1.3,0.5,2.7,0.5,0.5,0.7,0.4
Cash_from_Operations,9.9,8.9,6.8,9.9,5.3,6.8,6.3,5.2,5.9,5.8
Diluted_EPS,1.661,1.317,1.103,1.139,1.179,0.95,1.074,0.721,1.005,0.95
Goodwill_Intangibles,9.3,9.3,9.4,9.5,9.7,5.9,5.9,6.0,2.3,2.3
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,8.3,6.6,5.6,5.8,5.9,4.5,5.2,3.1,4.2,4.0
Revenue,27.6,24.6,24.3,25.6,23.7,21.4,20.5,17.4,16.9,16.7
Shares_Diluted,5.009,5.013,5.08,5.121,5.0095,4.7755,4.8022,4.2413,4.1931,4.2111
Total_Assets,830.9,810.5,793.7,670.6,625.2,591.9,580.4,583.9,480.5,448.8
Total_Liabilities,793.9,739.2,717.1,596.9,557.9,532.6,521.3,524.0,430.7,398.8
