AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,15115.0,15102.0,13915.0,6733.0,4491.0,2523.0,1831.0,1362.0
Cash_from_Operations,38747.0,36314.0,29274.0,24216.0,16108.0,10320.0,7326.0,4222.0
Diluted_EPS,10.092,6.427,7.57,5.39,3.493,1.293,1.104,0.596
Goodwill_Intangibles,19673.0,19609.0,19595.0,20105.0,20657.0,21272.0,21910.0,1722.0
LT_Debt,469.0,418.0,0.0,0.0,0.0,107.0,119.0,237.0
Net_Income,29146.0,18485.0,22111.0,15920.0,10188.0,3669.0,2925.0,1491.0
Revenue,85965.0,70697.0,55838.0,40653.0,27638.0,17928.0,12466.0,7872.0
Shares_Diluted,2888.0,2876.0,2921.0,2956.0,2925.0,2853.0,2664.0,2517.0
Total_Assets,159316.0,133376.0,97334.0,84524.0,64961.0,49407.0,39966.0,17895.0
Total_Liabilities,31026.0,32322.0,13207.0,10177.0,5767.0,5189.0,3870.0,2425.0
