AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,32.0,33.0,28.0,15.0
Cash_from_Operations,3171.0,1871.0,63.0,652.0
Diluted_EPS,4.183,6.92,-1.488,3.048
Goodwill_Intangibles,5178.0,3990.0,3674.0,
LT_Debt,1114.0,977.0,589.0,0.0
Net_Income,481.0,865.0,-186.0,381.0
Revenue,2340.0,3962.0,1388.0,1894.0
Shares_Diluted,115.0,125.0,125.0,125.0
Total_Assets,54628.0,48730.0,39756.0,
Total_Liabilities,52223.0,44245.0,35682.0,
