AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.4,0.9,1.4,0.8,1.1,1.0,0.5
Cash_from_Operations,45.9,24.1,25.5,28.0,19.6,18.2,22.3
Diluted_EPS,0.414,0.425,0.346,0.267,0.364,0.358,0.426
Goodwill_Intangibles,168.9,136.5,149.2,147.2,96.9,88.0,87.9
LT_Debt,15.5,19.4,27.8,29.8,3.3,0.5,2.3
Net_Income,20.3,19.9,15.4,11.9,16.2,15.5,15.9
Revenue,325.6,284.4,258.1,201.6,176.0,164.3,145.0
Shares_Diluted,48.9941,46.797,44.597,44.516,44.452,43.3048,37.2939
Total_Assets,404.6,362.3,342.5,316.4,239.8,224.2,167.0
Total_Liabilities,156.8,118.3,132.3,120.2,48.8,39.1,38.9
