AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,,0.0,0.2,0.2,0.0,0.1,3.7
Cash_from_Operations,-3.1,-8.8,-6.9,-7.4,-8.1,-8.5,-10.0
Diluted_EPS,-2.374,-26.584,-86.939,-195.206,-761.395,,
Goodwill_Intangibles,0.0,0.6,0.7,0.7,1.0,0.9,0.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-3.0,-9.2,-8.1,-9.5,-11.1,-8.6,-8.3
Revenue,0.2,0.5,1.6,0.4,0.1,0.2,0.6
Shares_Diluted,1.2456,0.3472,0.0935,0.0488,0.0146,0.0061,0.004
Total_Assets,3.0,2.5,7.6,6.0,15.2,14.4,10.8
Total_Liabilities,0.3,1.0,0.9,0.9,1.1,1.2,6.8
