AAII_YR_DATA,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015
Capital_Expenditures,0.0,0.1,0.6,0.1,0.3,0.3,0.1,
Cash_from_Operations,-0.6,7.2,1.7,0.9,3.0,5.2,5.3,-0.5
Diluted_EPS,0.029,0.152,0.046,0.007,0.045,0.135,0.138,0.009
Goodwill_Intangibles,5.0,3.4,3.5,3.6,3.9,1.4,1.5,0.0
LT_Debt,0.5,0.4,1.0,0.7,0.7,0.7,0.0,0.0
Net_Income,1.1,5.8,1.8,0.3,1.7,5.2,5.3,0.0
Revenue,37.8,39.9,26.7,26.9,28.7,32.0,27.8,0.2
Shares_Diluted,39.0346,38.4732,38.4512,38.2982,38.2982,38.2982,38.2936,1.5742
Total_Assets,35.3,31.5,24.3,21.3,23.1,19.6,13.8,2.3
Total_Liabilities,6.3,6.2,5.1,4.1,6.1,4.4,3.9,0.3
