AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,941.1,861.4,878.7,879.7,1570.0,1372.9,1077.9,632.4,832.7,666.6
Cash_from_Operations,6078.5,6699.8,7745.4,3764.5,4633.5,5432.5,4983.4,3617.6,3953.6,4512.9
Diluted_EPS,2.102,4.796,4.687,2.995,3.682,3.603,3.271,2.543,3.096,3.277
Goodwill_Intangibles,39778.1,37748.3,33727.5,36237.6,58067.5,52194.6,29178.0,26818.0,81603.2,19601.6
LT_Debt,9424.2,11823.3,14644.5,13890.7,11344.1,5386.2,6944.3,8580.7,10091.2,4425.8
Net_Income,2459.4,5659.7,5540.1,3576.1,4396.6,4560.2,3921.7,3046.8,3706.1,3915.9
Revenue,33241.9,29980.3,29437.6,29669.1,26605.6,25262.8,23756.4,20676.6,19841.2,19803.0
Shares_Diluted,1170.0,1180.0,1182.0,1194.0,1194.0,1198.0,1199.0,1198.0,1197.0,1195.0
Total_Assets,77700.8,76634.8,62954.0,64839.5,55457.4,45746.8,47677.5,41158.2,43575.0,31905.1
Total_Liabilities,34428.5,34797.9,30955.8,31732.2,24411.1,18305.6,19275.8,18021.5,21541.7,13014.8
