AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.9,1.0,0.6,1.2,1.9,3.1,0.2,0.6,0.2,0.5
Cash_from_Operations,15.2,25.1,19.3,16.0,21.1,18.0,14.8,13.3,14.8,12.4
Diluted_EPS,2.34,2.595,1.972,1.713,1.996,1.552,1.425,1.564,1.334,0.995
Goodwill_Intangibles,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,23.6,26.2,19.9,17.3,20.1,15.7,14.4,15.8,13.5,10.0
Revenue,125.5,130.0,105.8,111.4,108.3,101.8,94.1,93.3,85.2,77.1
Shares_Diluted,10.094,10.094,10.094,10.093,10.092,10.092,10.092,10.092,10.092,10.092
Total_Assets,97.7,88.9,71.6,61.0,86.8,77.1,70.6,66.3,55.1,40.1
Total_Liabilities,26.7,28.6,25.5,23.6,20.8,21.6,24.9,25.4,21.3,14.6
