AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,409.8,312.5,472.0,1302.3,859.7,413.7,458.1,602.4,773.8,270.1
Cash_from_Operations,325.3,-284.0,-72.9,207.7,210.5,165.6,239.1,23.9,-58.3,129.3
Diluted_EPS,3.65,1.027,-0.498,1.708,1.319,3.908,4.735,2.964,-0.596,-1.871
Goodwill_Intangibles,64.9,74.0,82.1,88.3,59.8,65.9,41.5,49.1,60.6,34.1
LT_Debt,4581.1,4488.1,3965.7,4089.5,3181.2,2857.9,2690.7,2444.0,1978.8,1514.6
Net_Income,184.5,56.1,-26.2,74.0,57.0,270.1,202.3,126.7,-23.5,-73.8
Revenue,1608.5,1427.9,699.5,1300.5,1064.5,1100.1,1035.0,797.1,634.6,469.4
Shares_Diluted,50.558,54.649,52.522,43.308,43.237,43.089,42.729,42.754,39.464,39.449
Total_Assets,9603.5,9581.7,9140.3,8413.8,7355.8,6729.1,6367.4,5721.6,5105.3,4567.9
Total_Liabilities,6063.0,5871.7,5425.7,5265.6,4223.6,3546.1,3799.6,3361.5,2881.5,2329.3
