AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,2.0,1.0,0.6,1.1
Cash_from_Operations,72.5,63.6,33.9,-1.9
Diluted_EPS,0.098,-0.34,-0.217,-0.345
Goodwill_Intangibles,915.3,952.9,714.3,766.1
LT_Debt,223.3,242.8,351.1,345.5
Net_Income,15.4,-52.4,-32.4,-51.3
Revenue,408.3,323.5,240.6,213.5
Shares_Diluted,157.2581,154.3985,148.957,148.957
Total_Assets,1168.7,1129.5,849.6,875.2
Total_Liabilities,360.5,362.3,418.1,415.6
