AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
Capital_Expenditures,,,,2.7,3.5,1.2,2.3,0.8,0.8,0.8
Cash_from_Operations,,,,15.0,12.2,13.2,12.2,16.8,15.1,15.1
Diluted_EPS,2.291,2.225,2.133,2.063,1.881,1.431,,1.431,1.297,1.297
Goodwill_Intangibles,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,10.4,10.3,10.3,10.2,9.6,7.6,,7.6,7.0,7.0
Revenue,42.3,39.5,38.7,36.8,37.4,36.4,,36.4,38.0,38.0
Shares_Diluted,4.3457,4.3635,4.43,4.4779,4.5237,4.6342,4.8322,4.9638,5.1108,5.1108
Total_Assets,1972.7,1802.1,1403.7,1365.1,1375.8,1337.8,1260.3,1171.0,1092.9,1091.5
Total_Liabilities,1814.2,1642.2,1259.4,1235.2,1252.5,1220.2,1142.6,1056.5,988.8,978.8
