AAII_YR_DATA,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013
Capital_Expenditures,2.5,1.1,0.1,0.3,0.1,0.7,1.9,0.2,1.2
Cash_from_Operations,-13.4,-11.1,-6.9,-6.9,-7.5,-9.9,-7.0,-8.5,-7.9
Diluted_EPS,-2.065,-3.325,-9.69,-15.856,-19.494,-20.556,-25.094,-38.672,-60.306999999999995
Goodwill_Intangibles,0.0,0.9,1.0,1.1,1.3,1.8,1.9,0.3,0.4
LT_Debt,0.0,0.5,1.5,1.6,0.0,0.0,0.0,0.0,0.0
Net_Income,-14.3,-13.0,-8.9,-11.7,-12.9,-12.2,-11.9,-13.1,-17.7
Revenue,9.0,1.9,5.4,3.9,4.8,4.2,9.0,2.7,2.0
Shares_Diluted,6.917,3.9191,0.9218,0.7374,0.6595,0.5923,0.4735,0.3379,0.2933
Total_Assets,14.4,11.3,3.6,5.6,8.2,15.6,15.6,3.5,8.4
Total_Liabilities,3.3,5.6,4.4,4.9,1.3,5.2,3.0,5.0,3.8
