AAII_YR_DATA,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
Capital_Expenditures,0.0,0.1,0.9,3.8,3.3,0.4,0.0
Cash_from_Operations,-0.2,-1.3,-2.8,-0.4,-0.5,-0.3,-0.1
Diluted_EPS,-0.057,-0.251,-0.12,-0.026,-0.019,-0.017,-0.008
Goodwill_Intangibles,0.4,0.4,0.9,0.4,0.4,0.4,0.0
LT_Debt,14.5,14.1,11.8,6.8,0.0,0.0,0.0
Net_Income,-1.3,-5.7,-2.7,-0.6,-0.4,-0.3,-0.2
Revenue,0.2,0.6,3.3,2.4,0.7,0.0,0.0
Shares_Diluted,22.6,22.6,22.6,22.6,22.588,20.9976,20.0
Total_Assets,5.6,6.4,10.3,9.3,5.5,0.7,0.1
Total_Liabilities,16.3,15.6,13.8,10.2,5.9,0.8,0.1
