AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,14.0,18.9,32.4,33.1,17.2,7.6,9.7,8.2,8.5
Cash_from_Operations,29.9,41.4,93.8,103.3,175.9,209.7,196.9,151.3,161.5
Diluted_EPS,3.158,-4.503,0.579,1.079,1.99,1.934,3.532,2.32,2.982
Goodwill_Intangibles,6.0,6.7,22.5,23.3,24.0,24.7,25.5,26.3,27.0
LT_Debt,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,80.6,-112.7,14.8,27.7,51.0,49.9,89.1,59.1,76.1
Revenue,1066.2,1068.6,1201.2,1070.2,1052.7,996.4,899.3,941.9,877.2
Shares_Diluted,25.5197,25.0274,25.5825,25.6228,25.6406,25.8047,25.236,25.4937,25.5314
Total_Assets,3012.7,3069.7,3013.5,2816.7,4183.4,4054.8,3890.4,3856.7,3720.7
Total_Liabilities,2133.6,2244.5,2103.0,1928.3,3210.1,3112.9,3011.5,3039.3,2937.8
