AAII_YR_DATA,02/28/2023,02/28/2022,02/28/2021,02/29/2020,02/28/2019
Capital_Expenditures,,0.3,0.7,0.3,0.2
Cash_from_Operations,58.7,-3.5,48.9,46.9,24.6
Diluted_EPS,1.005,0.794,0.815,0.743,0.607
Goodwill_Intangibles,30.5,25.8,20.0,16.5,13.0
LT_Debt,5.5,7.1,3.7,3.7,15.0
Net_Income,31.1,23.4,16.6,15.1,12.3
Revenue,182.7,143.0,119.3,101.2,88.2
Shares_Diluted,30.951,29.528,20.3329,20.333,20.333
Total_Assets,195.4,160.9,151.8,96.1,79.7
Total_Liabilities,56.8,48.9,107.3,50.4,47.4
