AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,0.5,,,
Cash_from_Operations,-59.5,-14.9,-9.0,-7.5
Diluted_EPS,-0.647,-0.06,-0.036,-0.029
Goodwill_Intangibles,0.0,0.7,0.0,
LT_Debt,0.0,0.0,0.0,0.0
Net_Income,-174.0,-15.9,-9.6,-7.7
Revenue,,0.0,0.0,0.0
Shares_Diluted,269.094,264.3321,264.3321,264.3321
Total_Assets,312.9,15.3,0.1,
Total_Liabilities,26.0,2.2,1.1,
