AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,03/31/2015,03/31/2014
Capital_Expenditures,262.0,543.6,406.9,665.7,581.9,260.0,226.5,120.8,138.0,170.5
Cash_from_Operations,333.8,969.3,462.4,545.4,668.4,688.7,426.9,431.6,289.1,800.2
Diluted_EPS,0.618,0.847,-0.211,1.328,1.109,0.411,0.58,0.414,0.745,0.622
Goodwill_Intangibles,1307.5,2937.2,1742.9,1799.3,1194.2,1217.2,1778.5,1150.8,1477.3,1582.3
LT_Debt,1786.5,1912.0,2156.3,1094.1,828.4,938.3,751.0,482.1,276.5,871.8
Net_Income,246.9,320.8,-84.2,531.1,443.3,164.2,231.8,165.5,297.6,248.2
Revenue,7706.3,7292.0,6648.8,8169.8,7904.6,7256.5,6139.2,5440.6,6874.8,7231.8
Shares_Diluted,399.822,399.816,399.458,399.811,399.874,400.032,399.76,399.655,399.3832,398.951
Total_Assets,9441.3,9393.1,8694.5,8799.7,7289.4,6854.8,6747.7,5764.9,7280.9,7604.8
Total_Liabilities,5078.6,5489.3,5187.9,5206.3,4043.8,3791.2,3904.6,2966.2,3851.9,4382.9
