AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,114.1,106.5,79.4,82.7,80.0,75.5,83.6,87.5,61.2,45.8
Cash_from_Operations,1041.2,667.0,294.5,245.6,163.6,151.6,151.9,80.3,101.8,33.4
Diluted_EPS,21.564,17.971,4.438,2.062,0.52,2.123,0.983,1.326,2.026,2.907
Goodwill_Intangibles,299.4,75.7,77.0,78.2,76.0,70.5,71.0,31.9,32.0,42.4
LT_Debt,474.4,476.5,475.4,464.0,439.4,438.3,437.6,344.6,294.3,301.6
Net_Income,857.7,712.5,175.0,80.9,20.5,83.0,38.3,52.2,80.0,116.9
Revenue,8387.3,7926.1,5474.8,4643.4,4995.3,4432.0,3911.2,3633.4,3573.7,3273.5
Shares_Diluted,39.772,39.646,39.431,39.242,39.387,39.074,38.925,39.355,39.492,40.226
Total_Assets,3240.5,2572.6,1965.7,1693.4,1581.2,1607.2,1439.2,1248.6,1213.3,1104.2
Total_Liabilities,1182.5,1220.0,1114.9,992.0,908.7,932.6,859.2,713.9,720.9,651.7
