AAII_YR_DATA,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014
Capital_Expenditures,75.3,88.5,88.9,80.7,57.8,47.7,44.1,36.6
Cash_from_Operations,178.7,158.4,125.2,81.0,28.5,31.9,41.9,83.1
Diluted_EPS,0.419,0.939,-0.083,0.051,0.02,0.103,-0.76,-0.883
Goodwill_Intangibles,697.5,707.2,707.7,751.8,655.7,591.1,293.7,
LT_Debt,756.5,888.0,969.9,928.1,878.5,728.1,547.0,0.0
Net_Income,51.5,113.6,-9.5,6.1,2.2,11.6,-86.1,-100.1
Revenue,1464.4,1429.5,1444.4,1339.5,1247.4,1137.2,1061.0,1097.5
Shares_Diluted,122.943,121.063,114.703,120.165,108.15,113.2823,113.2823,113.2823
Total_Assets,1868.9,1844.5,1737.8,1663.6,1473.3,1296.2,1039.9,
Total_Liabilities,1288.2,1364.3,1375.1,1304.8,1261.9,1097.9,865.5,
