AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,30.3,47.8,6.9,4.7,10.3,6.3,6.3,15.9,0.9,0.9
Cash_from_Operations,-33.1,24.7,-23.0,-0.4,18.9,26.1,12.3,-2.2,-7.1,-13.3
Diluted_EPS,-2.091,-1.068,-2.705,0.375,-0.367,-0.003,0.124,-2.131,-0.408,-0.425
Goodwill_Intangibles,374.0,398.9,423.8,448.7,0.0,3.1,6.6,10.2,13.5,17.0
LT_Debt,353.6,352.7,250.1,58.4,0.0,0.0,0.0,0.8,9.0,17.5
Net_Income,-99.2,-49.6,-120.3,15.4,-13.0,-0.1,4.5,-37.2,-12.1,-12.6
Revenue,282.9,294.0,225.0,237.0,181.3,159.3,114.4,71.7,45.6,20.9
Shares_Diluted,47.444,46.423,44.497,41.145,35.317,34.381,36.459,17.474,29.7058,29.7058
Total_Assets,1002.4,1049.7,1005.5,818.4,207.0,165.8,134.4,116.7,26.0,30.9
Total_Liabilities,472.4,462.5,338.1,145.1,33.1,27.6,17.1,21.5,19.9,16.0
