AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,35.3,10.0,5.4,13.3,9.7,2.4
Cash_from_Operations,418.4,286.5,109.1,24.2,10.8,13.8
Diluted_EPS,-0.159,-0.067,-0.082,-0.056,-0.037,-0.009
Goodwill_Intangibles,364.6,307.9,19.7,10.5,8.9,7.3
LT_Debt,738.8,735.5,575.9,0.0,0.0,0.0
Net_Income,-50.2,-20.7,-24.5,-16.7,-10.8,-2.6
Revenue,1675.1,1028.8,603.5,362.8,198.1,100.8
Shares_Diluted,315.41,309.048,300.35,296.387,289.8347,289.8347
Total_Assets,3004.9,2380.8,1890.3,1038.0,179.8,127.1
Total_Liabilities,1594.3,1339.6,932.9,255.7,115.0,62.0
