AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,102.2,110.3,119.1,150.9,144.1,105.3,85.0,100.2,114.5,105.5
Cash_from_Operations,1418.7,1387.5,597.5,1741.6,1536.5,1149.4,1116.1,1292.1,1223.6,1031.5
Diluted_EPS,6.502,4.023,3.892,5.243,2.378,4.373,3.947,3.498,1.567,3.185
Goodwill_Intangibles,347.6,352.2,353.0,351.7,350.3,338.6,335.1,230.9,198.7,200.9
LT_Debt,3427.8,3442.2,3345.7,2926.9,2971.3,2738.4,2999.4,2449.4,2628.7,2612.0
Net_Income,1314.2,824.2,793.0,1100.3,523.4,994.2,931.4,867.1,402.1,847.0
Revenue,11991.0,12013.8,13162.1,12024.2,11616.0,11294.9,11077.0,10763.7,10538.0,10369.4
Shares_Diluted,202.1094,204.8479,203.7553,209.8544,220.0586,227.3352,235.9792,247.8547,256.6528,265.9492
Total_Assets,61434.9,70115.6,70625.8,67013.4,61875.6,64013.1,61941.5,60563.6,62450.2,59403.6
Total_Liabilities,52237.4,58699.2,59754.8,57048.4,53253.8,54438.2,52973.5,51899.7,53928.3,50744.5
