AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,4.6,2.3,1.3,0.7
Cash_from_Operations,25.0,7.2,15.4,31.4
Diluted_EPS,-0.144,-0.637,0.082,0.374
Goodwill_Intangibles,175.3,71.4,79.4,0.3
LT_Debt,0.0,0.0,30.2,30.5
Net_Income,-10.2,-42.5,5.3,24.2
Revenue,538.9,379.6,245.3,228.3
Shares_Diluted,70.6,66.6857,64.7473,64.7473
Total_Assets,425.7,364.1,255.2,144.6
Total_Liabilities,84.0,106.5,103.7,67.8
