AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020
Capital_Expenditures,473.1,,
Cash_from_Operations,945.1,,
Diluted_EPS,0.265,0.333,0.379
Goodwill_Intangibles,1819.8,,
LT_Debt,1283.6,0.0,0.0
Net_Income,621.2,791.6,910.7
Revenue,11198.6,10243.5,9978.0
Shares_Diluted,2347.295,2377.5,2404.99
Total_Assets,12464.2,,
Total_Liabilities,5446.0,,
