AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1113.0,598.0,816.0,556.0,606.0,527.9,390.8,378.3
Cash_from_Operations,1432.0,1548.0,1566.0,1478.0,193.0,1006.7,1012.5,839.0
Diluted_EPS,1.758,1.664,1.289,1.048,0.815,0.996,1.65,1.3630000000000002
Goodwill_Intangibles,6367.0,6421.0,6663.0,7395.0,7029.0,2372.0,2454.2,2630.8
LT_Debt,7783.0,6337.0,6510.0,6518.0,7310.0,4974.0,2993.8,3182.5
Net_Income,585.0,566.0,454.0,374.0,263.0,280.9,470.0,406.8
Revenue,11781.0,11474.0,11635.0,10983.0,9061.0,7997.0,8570.0,8468.1
Shares_Diluted,332.815,340.121,352.321,356.985,322.884,281.968,284.86,298.44599999999997
Total_Assets,18252.0,17360.0,16554.0,17169.0,16173.0,9697.0,7571.0,7820.4
Total_Liabilities,14977.0,14411.0,13096.0,13228.0,12738.0,8446.0,6537.9,6595.8
