AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,2.9,2.4,1.5,1.8,1.3,3.1,2.2,3.4
Cash_from_Operations,36.9,-5.6,5.3,-11.3,17.2,31.8,11.3,20.7
Diluted_EPS,-0.762,0.154,0.523,-0.014,-0.367,0.12,0.847,0.441
Goodwill_Intangibles,17.2,32.6,33.5,34.4,36.1,41.7,26.0,27.8
LT_Debt,30.7,85.4,71.3,73.6,60.4,39.2,53.8,48.0
Net_Income,-12.6,2.6,8.6,-0.2,-6.0,2.0,15.0,7.9
Revenue,286.0,338.3,356.9,317.7,261.6,308.1,390.0,383.3
Shares_Diluted,16.5041,16.5529,16.5236,16.2696,16.3457,17.0676,17.6839,17.9004
Total_Assets,157.7,240.1,203.1,194.0,175.9,159.1,189.8,196.2
Total_Liabilities,65.8,136.5,102.4,103.3,85.7,59.1,78.5,85.5
