AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,6.5,4.9,3.1,2.2,2.3,2.0,1.9,1.3,1.2,0.1
Cash_from_Operations,-31.2,-11.3,-5.2,-0.5,-18.2,-6.6,-17.4,-14.2,-6.0,1.2
Diluted_EPS,0.437,0.036,-0.166,-0.105,-1.386,-2.012,-2.565,-1.806,-1.321,-0.365
Goodwill_Intangibles,15.2,,,,,,0.0,0.0,0.0,0.1
LT_Debt,94.8,53.8,37.9,32.7,14.0,4.7,10.2,8.8,0.0,0.0
Net_Income,9.8,0.8,-3.5,-1.9,-11.9,-10.6,-13.5,-8.8,-3.7,-0.7
Revenue,113.1,125.4,102.1,88.8,61.5,67.0,47.6,20.7,5.0,0.0
Shares_Diluted,22.4254,23.228,20.9953,17.6722,8.5746,5.2909,5.2495,4.8688,2.8244,1.8988
Total_Assets,148.3,84.8,68.2,52.2,48.6,34.0,29.2,17.5,8.5,6.5
Total_Liabilities,117.3,68.7,57.1,42.2,40.1,27.7,14.6,11.3,2.2,3.4
