AAII_YR_DATA,10/31/2022,10/31/2021,10/31/2020,10/31/2019,10/31/2018,10/31/2017,10/31/2016,10/31/2015,10/31/2014,10/31/2013
Capital_Expenditures,791.0,582.0,580.0,671.0,546.0,402.0,433.0,3603.0,3853.0,3199.0
Cash_from_Operations,4463.0,6409.0,4316.0,4654.0,4528.0,3677.0,3252.0,7026.0,12333.0,11608.0
Diluted_EPS,3.05,5.33,2.003,2.068,3.26,1.484,1.432,2.48,2.622,2.622
Goodwill_Intangibles,10474.0,7587.0,6920.0,7033.0,5968.0,5622.0,5622.0,7694.0,7694.0,34293.0
LT_Debt,10796.0,6386.0,5543.0,4780.0,4524.0,6747.0,6735.0,6677.0,6677.0,16608.0
Net_Income,3203.0,6503.0,2844.0,3152.0,5327.0,2526.0,2496.0,4554.0,5013.0,5113.0
Revenue,62983.0,63487.0,56639.0,58756.0,58472.0,52056.0,48238.0,51463.0,56651.0,112298.0
Shares_Diluted,1050.0,1220.0,1420.0,1524.0,1634.0,1702.0,1743.0,1836.0,1836.0,1950.0
Total_Assets,38587.0,38610.0,34681.0,33467.0,34622.0,32913.0,28987.0,106882.0,106882.0,105676.0
Total_Liabilities,41505.0,40260.0,36909.0,34660.0,35261.0,36321.0,32876.0,79114.0,79114.0,78407.0
