AAII_YR_DATA,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013
Capital_Expenditures,195.0,200.0,224.0,229.0,147.0,112.0,141.0,171.0,264.0
Cash_from_Operations,257.0,377.0,363.0,298.0,348.0,392.0,499.0,315.0,419.0
Diluted_EPS,4.349,-4.205,2.636,-1.848,3.923,2.321,-5.268,3.0260000000000002,2.3569999999999998
Goodwill_Intangibles,240.0,237.0,186.0,191.0,291.0,292.0,307.0,883.0,868.0
LT_Debt,717.0,1094.0,1024.0,719.0,688.0,940.0,997.0,1031.0,1020.0
Net_Income,247.0,-238.0,156.0,-114.0,246.0,146.0,-334.0,198.0,152.0
Revenue,3409.0,2614.0,3337.0,3242.0,2717.0,2411.0,2871.0,3647.0,3456.0
Shares_Diluted,56.8,56.6,58.8,61.7,62.7,62.9,63.4,65.1,64.5
Total_Assets,3306.0,2781.0,3004.0,3244.0,3338.0,3035.0,3075.0,4084.0,4233.0
Total_Liabilities,2359.0,2090.0,2006.0,2090.0,1834.0,1761.0,1841.0,2142.0,2282.0
