AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,2.1,2.0,4.2,1.4,2.5,0.7,0.2,0.5,0.4
Cash_from_Operations,93.8,202.2,124.5,476.5,-84.6,28.8,56.2,29.1,-32.1
Diluted_EPS,3.326,2.859,1.653,1.923,2.009,1.675,1.216,0.827,0.665
Goodwill_Intangibles,84.7,84.8,88.4,81.7,83.4,37.3,35.4,6.6,
LT_Debt,188.3,187.5,118.7,113.7,113.2,53.0,52.7,0.0,0.0
Net_Income,64.3,56.7,32.9,39.2,36.1,25.5,19.1,13.0,10.4
Revenue,181.0,147.1,139.1,141.7,102.1,74.1,68.2,42.5,38.1
Shares_Diluted,19.3326,19.8343,19.9219,20.3934,17.9677,15.2384,15.6856,15.6856,15.6856
Total_Assets,3919.1,4228.2,3350.1,2788.5,2974.0,1691.1,1395.6,1023.1,
Total_Liabilities,3434.6,3761.6,2921.7,2380.9,2599.5,1425.9,1214.0,859.4,
