AAII_YR_DATA,05/31/2022,05/31/2021,05/31/2020,05/31/2019,05/31/2018,05/31/2017,05/31/2016,05/31/2015,05/31/2014
Capital_Expenditures,94.6,82.2,95.5,84.5,76.1,68.4,97.0,96.3,71.3
Cash_from_Operations,70.1,274.4,336.7,197.9,281.3,335.7,413.4,214.4,229.0
Diluted_EPS,7.44,13.424,1.408,2.609,3.09,3.153,2.219,1.121,2.111
Goodwill_Intangibles,700.5,591.4,505.9,530.7,559.2,330.5,684.5,358.1,401.6
LT_Debt,696.3,710.0,699.5,598.4,748.9,571.8,577.5,579.4,554.8
Net_Income,379.4,723.8,78.8,153.5,194.8,204.5,143.7,76.8,151.3
Revenue,5242.2,3171.4,3059.1,3759.6,3581.6,3014.1,2819.7,3384.2,3126.4
Shares_Diluted,50.993,53.917,55.983,58.823,63.042,64.874,64.755,68.483,71.664
Total_Assets,3643.0,3373.2,2331.5,2510.8,2621.8,2325.3,2061.3,2085.1,2296.4
Total_Liabilities,2162.3,1975.1,1510.7,1679.5,1703.0,1373.7,1267.9,1336.0,1445.6
