AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.0,0.5,0.4,1.6,4.2,1.1,0.8,0.0,0.3,0.3
Cash_from_Operations,-23.7,116.4,19.2,-85.4,33.4,-16.6,6.3,-9.3,-7.0,8.4
Diluted_EPS,1.769,2.195,1.223,1.205,0.667,0.117,0.811,0.7,0.462,0.594
Goodwill_Intangibles,46.1,47.8,49.7,44.4,46.0,6.2,6.3,6.3,6.4,0.3
LT_Debt,29.7,29.5,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,39.0,48.7,24.7,22.4,9.7,1.5,9.1,7.6,5.0,6.4
Revenue,113.5,98.5,91.9,91.5,67.8,51.5,45.4,40.5,38.3,41.2
Shares_Diluted,22.0599,22.1795,20.1856,18.6132,14.4803,12.8035,11.212,10.7959,10.7959,10.7959
Total_Assets,3117.2,3133.0,2987.0,2037.2,1963.9,1344.4,1333.7,1206.8,1128.4,1009.5
Total_Liabilities,2763.0,2753.0,2643.5,1764.2,1709.5,1197.5,1194.5,1098.2,1025.7,913.3
