AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,7.1,6.7,2.1,3.7
Cash_from_Operations,5.4,17.1,-14.2,4.1
Diluted_EPS,-0.365,-0.258,-0.11,-0.198
Goodwill_Intangibles,195.4,179.4,112.9,27.2
LT_Debt,0.0,25.9,26.3,22.0
Net_Income,-39.3,-28.1,-11.1,-20.1
Revenue,289.4,201.1,131.8,94.9
Shares_Diluted,107.9355,108.7603,101.5406,101.5406
Total_Assets,674.3,639.8,271.4,141.0
Total_Liabilities,192.4,157.6,123.0,105.9
