AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,688.6,631.0,719.1,712.6,775.2,973.6,703.2,654.7,682.4,712.2
Cash_from_Operations,1418.4,1397.1,1264.8,1249.4,1063.9,862.1,1103.8,937.9,1129.6,1285.9
Diluted_EPS,0.478,0.661,0.416,0.232,0.194,0.074,0.154,0.154,0.309,0.379
Goodwill_Intangibles,1085.2,1198.7,1233.6,1214.7,1429.6,1588.2,1603.0,1573.9,1863.8,2907.5
LT_Debt,1145.3,1015.3,1362.6,1433.1,1379.0,1374.2,2090.1,1745.8,2455.4,3010.8
Net_Income,418.4,600.4,387.5,220.9,188.4,72.4,150.8,151.0,302.1,373.0
Revenue,3720.7,3592.5,3509.2,3556.7,4090.4,4088.5,4208.2,3881.0,4427.4,4774.5
Shares_Diluted,875.9562,908.5974,930.8996,951.3596,970.7178,977.6316,977.5896,977.8604,976.2814,984.3574
Total_Assets,5383.1,5617.7,6318.6,6844.1,7214.5,7647.6,8153.1,7418.4,8818.2,9237.1
Total_Liabilities,3392.8,3495.8,4169.5,4634.5,4702.1,5123.2,5616.2,5174.1,6420.5,6975.5
