AAII_YR_DATA,01/01/2023,01/02/2022,01/03/2021,12/29/2019,12/30/2018,12/31/2017,01/01/2017,01/03/2016,12/28/2014,12/29/2013
Capital_Expenditures,92.6,101.6,71.4,88.4,86.8,58.5,87.6,47.0,43.5,72.6
Cash_from_Operations,486.8,824.6,618.9,482.1,446.9,374.7,317.0,210.2,287.9,204.1
Diluted_EPS,16.532,10.052,10.604,10.728,9.022,6.259,5.377,5.439,5.744,4.868
Goodwill_Intangibles,10313.6,10728.3,2559.7,2481.3,2079.5,2175.6,1428.1,1626.8,1428.2,1308.7
LT_Debt,3620.5,4099.4,680.9,750.0,612.3,1069.3,515.8,761.5,618.9,549.0
Net_Income,788.6,445.3,401.9,402.3,333.8,227.2,190.9,195.8,217.7,185.0
Revenue,5458.6,4614.3,3086.2,3163.6,2901.8,2603.8,2149.9,2298.1,2394.0,2338.6
Shares_Diluted,47.7,44.3,37.9,37.5,37.0,36.3,35.5,36.0,37.9,38.0
Total_Assets,14354.0,14430.3,5084.8,4579.8,3809.3,3846.4,2774.4,2717.1,2862.2,2751.1
Total_Liabilities,6184.8,6808.3,1856.2,1865.1,1579.6,1899.1,1220.0,1373.0,1434.9,1279.4
