AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,166.2,144.5,130.4,151.9,126.6,113.1,129.9,87.3,72.6,97.4
Cash_from_Operations,117.8,115.6,122.2,116.9,136.8,144.6,96.9,95.1,163.3,135.7
Diluted_EPS,2.111,2.543,2.328,2.272,1.72,1.873,1.617,1.598,1.5659999999999998,1.608
Goodwill_Intangibles,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
LT_Debt,468.5,586.7,574.5,481.0,376.6,321.0,321.0,320.9,325.8,326.1
Net_Income,78.2,94.1,86.1,84.0,63.5,69.0,59.4,60.1,60.7,62.3
Revenue,491.5,498.9,488.2,473.9,436.8,440.6,436.1,458.6,465.8,472.1
Shares_Diluted,37.039,37.01,36.995,36.964,36.936,36.844,36.75,37.614,38.88,38.869
Total_Assets,2034.4,1901.0,1791.6,1641.3,1501.4,1416.7,1470.5,1344.0,1378.3,1310.2
Total_Liabilities,1324.8,1215.0,1149.9,1039.8,943.2,886.8,976.2,878.0,871.5,817.8
