AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,75.2,51.5,24.5,24.6,37.5,30.5,28.8,27.0,23.6,42.7
Cash_from_Operations,73.1,47.0,89.8,33.5,29.2,34.9,0.2,40.1,66.8,75.0
Diluted_EPS,0.631,0.13,0.447,0.238,0.238,0.018,0.263,1.782,-0.1669999999999999,0.105
Goodwill_Intangibles,71.9,68.5,65.3,66.5,70.5,71.0,66.5,73.3,25.3,121.3
LT_Debt,270.0,343.0,365.2,312.8,336.4,352.7,332.2,325.9,353.8,779.7
Net_Income,51.5,8.5,40.1,21.2,23.5,1.6,26.2,176.5,-14.6,4.0
Revenue,904.4,864.0,817.0,838.1,829.2,812.4,785.3,717.2,637.2,600.1
Shares_Diluted,89.0088,100.9032,89.8083,89.1479,98.7528,88.8054,99.6241,99.0125,87.7357,103.7079
Total_Assets,578.6,666.6,713.1,658.0,663.6,691.7,731.9,780.8,1495.4,1415.6
Total_Liabilities,504.1,591.1,618.2,572.6,570.3,596.2,602.5,650.0,1497.3,1387.0
