AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
Capital_Expenditures,5.4,1.6,0.2,0.1,1.0
Cash_from_Operations,81.1,107.6,52.7,44.5,39.5
Diluted_EPS,0.631,0.901,0.457,0.438,0.327
Goodwill_Intangibles,411.5,358.9,22.4,25.5,31.6
LT_Debt,13.9,6.9,0.8,1.9,0.0
Net_Income,93.0,122.5,62.2,58.5,43.7
Revenue,260.8,235.5,115.0,123.2,105.7
Shares_Diluted,147.2263,135.984,136.1475,133.65,133.65
Total_Assets,976.2,761.3,107.2,114.9,122.9
Total_Liabilities,423.4,197.0,49.9,33.7,51.3
