AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,7.5,4.0,,
Cash_from_Operations,-68.2,-23.9,-0.5,
Diluted_EPS,-0.416,-0.127,-1.206,
Goodwill_Intangibles,824.2,524.4,,
LT_Debt,230.7,111.0,0.0,0.0
Net_Income,-37.8,-6.7,-21.5,
Revenue,631.1,295.8,,
Shares_Diluted,90.7993,52.621,17.8432,
Total_Assets,1170.7,653.1,144.9,
Total_Liabilities,551.2,147.7,33.0,
