AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,14.8,10.1,8.5,15.7,10.2,3.8,5.6,10.5,15.8,5.7
Cash_from_Operations,798.1,787.3,1001.4,844.3,773.0,664.2,604.2,503.9,439.3,515.1
Diluted_EPS,0.919,0.679,0.286,0.991,0.834,0.741,0.867,0.15,0.234,0.522
Goodwill_Intangibles,7909.4,7342.7,6920.7,6502.3,5835.9,6731.7,6285.3,5439.8,4601.2,4423.2
LT_Debt,3361.8,3196.9,2861.2,2088.9,2222.5,2082.7,2155.8,2212.2,1696.5,1634.0
Net_Income,627.8,463.8,195.8,677.4,570.3,506.8,592.8,102.3,159.9,356.8
Revenue,4436.5,3920.6,3580.0,3617.4,3235.5,2938.4,2835.9,2234.3,1986.0,2098.9
Shares_Diluted,683.5099,683.5099,683.5099,683.5099,683.5099,683.5099,683.5099,683.5099,683.5099,683.5099
Total_Assets,11507.3,10694.2,10141.7,9345.0,8763.1,7954.8,7391.3,6430.5,5376.3,5244.6
Total_Liabilities,6009.2,5679.2,5556.8,4992.9,4830.3,4432.0,4289.7,3813.7,3019.9,2846.1
