AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014
Capital_Expenditures,0.5,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,-6.5,-6.0,-3.4,-3.6,-2.1,-1.2,-1.2,-1.4,1.5
Diluted_EPS,-0.594,-0.281,-0.2,-0.246,-0.121,-0.076,-0.076,-0.066,-0.029
Goodwill_Intangibles,1.5,1.1,0.2,0.2,0.3,0.2,0.2,0.1,0.1
LT_Debt,0.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-13.9,-6.3,-4.2,-4.5,-1.8,-1.6,-1.5,-1.3,-0.6
Revenue,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,23.3838,22.2834,20.8063,18.0904,15.007,20.5,20.1726,20.0,20.0
Total_Assets,22.1,35.2,1.2,4.8,6.3,7.4,9.7,0.9,2.0
Total_Liabilities,21.6,26.9,2.5,2.5,2.1,2.0,2.1,1.8,1.7
