AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,208.0,1958.0,4268.0,3745.0,5971.0,5731.0,6151.0,5311.0,3114.0
Cash_from_Operations,704.0,-6543.0,3815.0,3533.0,4744.0,6524.0,6249.0,3080.0,675.0
Diluted_EPS,-3.095,-18.362,3.795,3.032,2.607,4.647,11.071,3.93,-11.248
Goodwill_Intangibles,6079.0,6120.0,6175.0,6228.0,6294.0,6264.0,6340.0,6331.0,8708.0
LT_Debt,35571.0,29796.0,21454.0,21179.0,22511.0,22489.0,18523.0,16368.0,21281.0
Net_Income,-1993.0,-8885.0,1686.0,1412.0,1282.0,2584.0,7610.0,2882.0,-1834.0
Revenue,29882.0,17337.0,45768.0,44541.0,42622.0,40142.0,40990.0,42650.0,26743.0
Shares_Diluted,644.015,483.888,444.269,465.66,491.692,556.099,687.355,734.0160000000002,163.046
Total_Assets,66467.0,62008.0,59995.0,60580.0,52785.0,51274.0,48415.0,43225.0,42278.0
Total_Liabilities,73807.0,68875.0,60113.0,60749.0,53565.0,47489.0,42780.0,41204.0,45009.0
