AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,131.4,90.6,113.5,326.5,90.2,123.3,99.6,95.8,119.5,143.5
Cash_from_Operations,14154.3,2887.8,2740.5,1421.5,6961.7,-1504.0,3728.0,-284.1,239.1,-3593.5
Diluted_EPS,9.552,7.941,3.974,6.217,6.376,4.557,3.573,2.889,4.133,-1.9
Goodwill_Intangibles,645.3,596.9,602.0,641.5,446.3,394.1,367.6,310.7,251.4,484.1
LT_Debt,53372.4,52193.4,43737.3,37668.7,33357.4,31904.3,29166.1,28996.6,33530.7,30971.4
Net_Income,2317.9,1916.5,956.3,1419.6,1430.3,1022.3,801.6,648.1,989.3,-510.4
Revenue,11137.5,7520.0,7238.1,8038.3,7360.2,6498.5,6469.4,6436.7,7829.6,8544.0
Shares_Diluted,242.6667,241.3333,240.6667,228.3333,224.3333,224.3333,224.3333,224.3333,239.3333,268.6667
Total_Assets,365161.0,339860.0,303302.0,275105.0,258740.0,240385.0,236119.0,215976.0,229634.0,306621.0
Total_Liabilities,343302.0,320220.0,285781.0,258758.0,242218.0,224907.0,220625.0,201776.0,214348.0,290590.0
