AAII_YR_DATA,01/31/2022,01/31/2021,12/31/2020,01/31/2020,12/31/2019,01/31/2019,12/31/2018,01/31/2018
Capital_Expenditures,16.4,11.5,0.0,14.9,0.0,14.8,0.0,6.3
Cash_from_Operations,-157.2,-91.8,-2.1,-87.9,-1.0,-100.5,,-71.9
Diluted_EPS,-1.005,-0.851,-8.031,-0.417,-0.013,-0.336,,-0.234
Goodwill_Intangibles,325.7,1.2,0.0,1.2,0.0,1.8,0.0,
LT_Debt,0.0,24.7,0.0,34.3,0.0,34.0,0.0,0.0
Net_Income,-299.0,-274.2,-315.3,-134.3,-0.5,-108.1,,-75.5
Revenue,241.0,146.5,,144.5,0.0,92.0,0.0,61.9
Shares_Diluted,297.422,322.1705,39.2647,322.1705,38.9459,322.1705,,322.1705
Total_Assets,855.9,290.1,317.3,234.2,317.2,288.1,,
Total_Liabilities,308.9,290.9,336.8,176.0,21.3,118.0,,
