AAII_YR_DATA,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013
Capital_Expenditures,0.6,0.1,0.3,0.3,0.1,0.0,0.0,0.0
Cash_from_Operations,1.7,0.9,3.0,5.2,5.3,-0.5,-0.2,-0.1
Diluted_EPS,0.046,0.007,0.045,0.135,0.138,0.009,-0.399,0.12
Goodwill_Intangibles,3.5,3.6,3.9,1.4,1.5,0.0,,
LT_Debt,1.0,0.7,0.7,0.7,0.0,0.0,0.0,0.2
Net_Income,1.8,0.3,1.7,5.2,5.3,0.0,-0.3,0.1
Revenue,26.7,26.9,28.7,32.0,27.8,0.2,0.0,2.2
Shares_Diluted,38.4512,38.2982,38.2982,38.2982,38.2936,1.5742,0.801,0.7895
Total_Assets,24.4,21.3,23.1,19.6,13.8,2.3,0.7,0.4
Total_Liabilities,5.3,4.1,6.1,4.4,3.9,0.3,1.4,0.8
