AAII_YR_DATA,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
Capital_Expenditures,,1.3,0.4,0.8,0.9,0.6,0.2
Cash_from_Operations,,4.8,4.9,2.1,2.3,3.9,1.5
Diluted_EPS,1.516,1.279,1.187,0.913,0.795,0.92,0.926
Goodwill_Intangibles,7.2,7.2,7.3,7.5,6.5,6.6,6.4
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,3.2,2.7,2.5,1.9,1.6,1.9,2.6
Revenue,15.0,14.1,12.6,11.7,11.9,12.7,15.2
Shares_Diluted,2.1056,2.1024,2.0895,2.0808,2.073,2.0617,2.0454
Total_Assets,431.6,414.4,398.6,368.6,312.5,305.0,317.0
Total_Liabilities,391.4,377.2,363.9,335.9,282.1,276.4,290.1
