AAII_YR_DATA,04/30/2022,04/30/2021,04/30/2020,04/30/2019,04/30/2018,04/30/2017,04/30/2016,04/30/2015,04/30/2014
Capital_Expenditures,326.5,441.3,439.0,394.7,577.4,433.4,392.8,360.7,308.6
Cash_from_Operations,788.7,804.1,504.3,530.6,419.8,459.3,472.4,341.7,314.2
Diluted_EPS,9.096,8.376,7.095,5.514,8.337,4.484,5.732,4.619,3.263
Goodwill_Intangibles,683.3,161.1,161.1,157.2,140.3,132.8,128.6,127.0,120.4
LT_Debt,1663.4,1361.4,714.5,1283.3,1291.7,907.4,822.9,838.2,853.6
Net_Income,339.8,312.9,263.8,203.9,317.9,177.5,226.0,180.6,126.8
Revenue,12952.6,8707.2,9175.3,9352.9,8391.1,7506.6,7122.1,7767.2,7840.3
Shares_Diluted,37.3567,37.3561,37.1858,36.9754,38.1321,39.579,39.422,39.104,38.8684
Total_Assets,5505.7,4460.3,3943.9,3731.4,3469.9,3020.1,2726.1,2470.0,2304.9
Total_Liabilities,3264.9,2527.6,2300.7,2322.6,2198.8,1829.5,1642.7,1594.7,1601.6
