AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,237.9,250.3,256.4,317.8,312.6,235.4,273.4
Cash_from_Operations,665.8,759.9,1084.8,613.2,800.5,708.2,748.0
Diluted_EPS,0.164,0.176,0.126,0.111,0.146,0.126,0.111
Goodwill_Intangibles,653.6,616.6,649.8,679.8,722.9,336.2,
LT_Debt,289.2,261.3,428.6,483.7,154.7,418.8,0.0
Net_Income,488.1,525.2,377.9,333.0,443.0,381.0,339.1
Revenue,6483.7,5651.3,5252.4,5156.8,4969.5,4632.7,4365.6
Shares_Diluted,2975.94,2988.905,2992.585,2994.75,3029.745,3040.385,3075.715
Total_Assets,7575.4,7130.9,6450.4,6238.1,5743.4,5318.6,
Total_Liabilities,3107.0,3104.7,2891.0,2822.5,2556.1,2520.3,
