AAII_YR_DATA,06/30/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.5,8.0,11.3,12.9,4.6,3.3,11.2
Cash_from_Operations,-17.8,79.9,117.5,54.4,25.4,10.8,-23.2
Diluted_EPS,-0.379,27.317,6.005,3.479,-6.789,-14.086,-16.683
Goodwill_Intangibles,4.5,,,,16.3,16.8,17.4
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-16.7,89.2,19.6,11.4,-22.2,-46.0,-54.5
Revenue,68.6,396.8,336.8,335.6,333.5,290.7,253.9
Shares_Diluted,44.0693,3.2658,3.2658,3.2658,3.2658,3.2658,3.2658
Total_Assets,108.9,475.7,445.7,466.0,454.7,517.5,593.4
Total_Liabilities,52.1,158.7,217.9,257.8,257.9,296.5,328.2
