AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016
Capital_Expenditures,3.2,2.5,0.5,0.0,0.0,0.0,0.0
Cash_from_Operations,-9.2,-3.9,-6.4,-6.3,-0.8,1.3,0.0
Diluted_EPS,-0.094,-2.627,-3.095,-1.758,-4.488,-0.145,-0.004
Goodwill_Intangibles,1.0,1.1,0.8,0.3,2.0,9.5,0.0
LT_Debt,0.0,2.3,2.6,0.2,0.0,0.0,0.0
Net_Income,-0.5,-10.4,-8.7,-4.5,-9.9,-0.6,0.0
Revenue,4.9,2.2,15.7,2.6,0.5,0.1,0.0
Shares_Diluted,5.727,3.9431,2.8023,2.5882,2.1968,4.05,4.05
Total_Assets,19.9,22.3,15.6,12.3,14.4,10.1,21.5
Total_Liabilities,11.0,16.4,12.8,3.9,1.5,0.4,10.7
