AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,39.6,0.7,0.0,0.1,0.0,0.2,0.2
Cash_from_Operations,46.0,-33.0,-8.3,-3.8,-5.3,-4.1,-3.9
Diluted_EPS,-0.364,-0.324,-0.832,-0.394,-0.285,-1.144,-0.973
Goodwill_Intangibles,286.7,41.2,39.8,0.0,0.4,3.0,5.8
LT_Debt,0.4,0.0,0.0,1.9,0.0,1.4,1.3
Net_Income,-47.1,-36.4,-23.0,-4.2,-2.6,-8.2,-5.8
Revenue,146.0,55.7,1.2,0.5,14.2,18.4,13.3
Shares_Diluted,129.3458,112.5622,27.6232,10.6973,9.1664,7.1287,5.9666
Total_Assets,1682.4,177.8,77.7,5.9,10.1,29.7,31.9
Total_Liabilities,358.7,33.7,15.7,2.7,11.1,29.4,25.1
