AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
Cash_from_Operations,-0.7,-1.3,-0.7,0.3,-0.2,0.3,0.3,0.0
Diluted_EPS,1.262,-2.114,-1.56,0.974,-0.118,-1.485,1.809,0.162
Goodwill_Intangibles,0.2,0.2,1.2,2.0,1.6,0.2,1.2,1.2
LT_Debt,0.2,0.5,6.6,0.2,0.0,0.0,0.1,0.0
Net_Income,3.3,-5.4,-3.8,2.1,-0.1,-0.9,1.1,0.1
Revenue,5.2,3.6,1.3,9.1,5.0,1.7,2.4,2.6
Shares_Diluted,2.5986,2.5449,2.4614,2.1997,0.9111,0.6192,0.6192,0.5927
Total_Assets,14.9,11.9,24.5,17.3,9.8,4.2,5.1,5.0
Total_Liabilities,0.8,1.3,8.6,1.4,0.7,0.4,0.5,1.3
