AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
Capital_Expenditures,108.4,156.9,2.2,18.6,3.6
Cash_from_Operations,-87.7,-34.5,2.9,-0.7,-6.5
Diluted_EPS,-5.086,0.92,0.053,-0.037,-0.275
Goodwill_Intangibles,2.2,7.0,0.5,0.6,0.8
LT_Debt,66.1,38.1,4.9,0.0,0.0
Net_Income,-241.0,38.2,1.8,-1.1,-5.1
Revenue,58.8,92.1,23.5,10.7,0.9
Shares_Diluted,47.393,41.5201,33.4638,29.375,18.602
Total_Assets,113.4,357.0,40.5,30.7,26.9
Total_Liabilities,99.3,106.6,10.3,4.9,0.3
